app_id,due_date,paid_date,due_amount,paid_amount,monthly_income,housing_type,num_of_dependent,lama_bekerja,otr,status_pernikahan,pekerjaan,tenor,dp
7236,2018-10-04,,Rp9350000.0,Rp0.0,Rp5000000.0,milik sendiri,0 orang,0 tahun,Rp500000000.0,Nikah,Profesional,36,Rp500000000.0
7237,2018-07-04,,Rp9850000.0,Rp0.0,Rp5000000.0,milik sendiri,0 orang,0 tahun,Rp500000000.0,Nikah,Profesional,36,Rp500000000.0
7238,2018-08-04,,Rp9850000.0,Rp0.0,Rp5000000.0,milik sendiri,0 orang,0 tahun,Rp500000000.0,Nikah,Profesional,36,Rp500000000.0
7239,2018-06-04,2018-06-02,Rp0.0,Rp5900000.0,Rp5000000.0,milik sendiri,0 orang,0 tahun,Rp500000000.0,Nikah,Profesional,36,Rp287600000.0
7240,2018-11-06,,Rp10050000.0,Rp0.0,Rp3959900.0,milik pasangan,0 orang,0 tahun,Rp300000000.0,Nikah,Profesional,24,Rp300000000.0
7241,2018-10-06,,Rp10050000.0,Rp0.0,Rp3959900.0,milik pasangan,0 orang,0 tahun,Rp300000000.0,Nikah,Profesional,24,Rp300000000.0
7242,2018-07-06,2018-07-01,Rp0.0,Rp6200000.0,Rp3959900.0,milik pasangan,0 orang,0 tahun,Rp300000000.0,Nikah,Profesional,24,Rp151200000.0
7243,2018-06-06,2018-05-31,Rp0.0,Rp6200000.0,Rp3959900.0,milik pasangan,0 orang,0 tahun,Rp300000000.0,Nikah,Profesional,24,Rp151200000.0
7244,2018-08-06,2018-08-02,Rp0.0,Rp6200000.0,Rp3959900.0,milik pasangan,0 orang,0 tahun,Rp300000000.0,Nikah,Profesional,24,Rp151200000.0
7245,2018-09-06,2018-08-19,Rp0.0,Rp6200000.0,Rp3959900.0,milik pasangan,0 orang,0 tahun,Rp300000000.0,Nikah,Profesional,24,Rp151200000.0
7246,2018-06-27,2018-06-27,Rp0.0,Rp11400000.0,Rp6000000.0,milik pasangan,0 orang,1 tahun,Rp100000000.0,Nikah,Profesional,12,Rp0.0
7247,2018-06-04,2018-06-02,Rp0.0,Rp10860000.0,Rp5060000.0,milik sendiri,0 orang,2 tahun,Rp100000000.0,Nikah,Profesional,12,Rp0.0
7248,2018-06-06,2018-06-07,Rp0.0,Rp11100000.0,Rp3100000.0,milik sendiri,0 orang,0 tahun,Rp100000000.0,Belum Nikah,Profesional,12,Rp0.0
7249,2018-07-27,2018-07-25,Rp0.0,Rp4800000.0,Rp3800000.0,milik sendiri,4 orang,3 tahun,Rp200000000.0,Nikah,Wiraswasta,12,Rp142400000.0
7250,2018-08-27,2018-08-26,Rp0.0,Rp4800000.0,Rp3800000.0,milik sendiri,4 orang,3 tahun,Rp200000000.0,Nikah,Wiraswasta,12,Rp142400000.0
7251,2018-06-27,2018-06-25,Rp0.0,Rp4740000.0,Rp3800000.0,milik sendiri,4 orang,3 tahun,Rp200000000.0,Nikah,Wiraswasta,12,Rp143120000.0
7252,2018-09-27,2018-09-25,Rp0.0,Rp4800000.0,Rp3800000.0,milik sendiri,4 orang,3 tahun,Rp200000000.0,Nikah,Wiraswasta,12,Rp142400000.0
7253,2018-10-27,2018-10-26,Rp0.0,Rp4800000.0,Rp3800000.0,milik sendiri,4 orang,3 tahun,Rp200000000.0,Nikah,Wiraswasta,12,Rp142400000.0
7254,2018-05-28,2018-05-28,Rp0.0,Rp10800000.0,Rp4323344.0,milik sendiri,3 orang,1 tahun,Rp100000000.0,Nikah,Profesional,12,Rp0.0
7255,2018-07-04,2018-06-30,Rp0.0,Rp7250000.0,Rp3519178.0,kos,0 orang,0 tahun,Rp250000000.0,Nikah,Wiraswasta,24,Rp76000000.0
7256,2018-06-04,2018-06-01,Rp0.0,Rp7180000.0,Rp3519178.0,kos,0 orang,0 tahun,Rp250000000.0,Nikah,Wiraswasta,24,Rp77680000.0
7257,2018-08-04,2018-08-04,Rp0.0,Rp7250000.0,Rp3519178.0,kos,0 orang,0 tahun,Rp250000000.0,Nikah,Wiraswasta,24,Rp76000000.0
7258,2018-09-04,2018-08-28,Rp0.0,Rp7250000.0,Rp3519178.0,kos,0 orang,0 tahun,Rp250000000.0,Nikah,Wiraswasta,24,Rp76000000.0
7259,2018-09-11,,Rp12550000.0,Rp0.0,Rp3300000.0,milik sendiri,0 orang,0 tahun,Rp300000000.0,Belum Nikah,Profesional,24,Rp300000000.0
7260,2018-08-11,,Rp12550000.0,Rp0.0,Rp3300000.0,milik sendiri,0 orang,0 tahun,Rp300000000.0,Belum Nikah,Profesional,24,Rp300000000.0
7261,2018-06-11,2018-06-11,Rp0.0,Rp8900000.0,Rp3300000.0,milik sendiri,0 orang,0 tahun,Rp300000000.0,Belum Nikah,Profesional,24,Rp86400000.0
7262,2018-07-11,2018-07-13,Rp0.0,Rp8700000.0,Rp3300000.0,milik sendiri,0 orang,0 tahun,Rp300000000.0,Belum Nikah,Profesional,24,Rp91200000.0
7263,2018-10-06,,Rp11100000.0,Rp0.0,Rp4000000.0,milik orang tua,0 orang,0 tahun,Rp500000000.0,Belum Nikah,Profesional,36,Rp500000000.0
7264,2018-09-06,,Rp11100000.0,Rp0.0,Rp4000000.0,milik orang tua,0 orang,0 tahun,Rp500000000.0,Belum Nikah,Profesional,36,Rp500000000.0
7265,2018-08-06,,Rp11100000.0,Rp0.0,Rp4000000.0,milik orang tua,0 orang,0 tahun,Rp500000000.0,Belum Nikah,Profesional,36,Rp500000000.0
7266,2018-07-06,2018-07-05,Rp0.0,Rp7550000.0,Rp4000000.0,milik orang tua,0 orang,0 tahun,Rp500000000.0,Belum Nikah,Profesional,36,Rp228200000.0
7267,2018-06-04,2018-06-03,Rp0.0,Rp10860000.0,Rp3900000.0,milik sendiri,0 orang,0 tahun,Rp100000000.0,Nikah,Wiraswasta,12,Rp0.0
7268,2018-05-28,2018-05-25,Rp0.0,Rp10660000.0,Rp7809060.0,milik orang tua,4 orang,1 tahun,Rp100000000.0,Nikah,Wiraswasta,12,Rp0.0
7269,2018-05-31,2018-05-28,Rp0.0,Rp10900000.0,Rp4388300.0,milik sendiri,1 orang,0 tahun,Rp100000000.0,Nikah,Karyawan Swasta,12,Rp0.0
7270,2018-09-04,,Rp13050000.0,Rp0.0,Rp4094457.0,milik sendiri,0 orang,0 tahun,Rp600000000.0,Nikah,Wiraswasta,48,Rp600000000.0
7271,2018-08-04,,Rp13050000.0,Rp0.0,Rp4094457.0,milik sendiri,0 orang,0 tahun,Rp600000000.0,Nikah,Wiraswasta,48,Rp600000000.0
7272,2018-10-04,,Rp13050000.0,Rp0.0,Rp4094457.0,milik sendiri,0 orang,0 tahun,Rp600000000.0,Nikah,Wiraswasta,48,Rp600000000.0
7273,2018-06-04,2018-06-01,Rp0.0,Rp9200000.0,Rp4094457.0,milik sendiri,0 orang,0 tahun,Rp600000000.0,Nikah,Wiraswasta,48,Rp158400000.0
7274,2018-07-04,2018-07-31,Rp0.0,Rp9750000.0,Rp4094457.0,milik sendiri,0 orang,0 tahun,Rp600000000.0,Nikah,Wiraswasta,48,Rp132000000.0
7275,2018-05-30,2018-05-28,Rp0.0,Rp10830000.0,Rp4159000.0,kontrak,0 orang,0 tahun,Rp100000000.0,Nikah,Wiraswasta,12,Rp0.0
7276,2018-10-28,2018-10-25,Rp0.0,Rp9830000.0,Rp5139181.0,kos,1 orang,2 tahun,Rp500000000.0,Belum Nikah,Karyawan Swasta,36,Rp146120000.0
7277,2018-05-28,2018-05-16,Rp0.0,Rp9380000.0,Rp5139181.0,kos,1 orang,2 tahun,Rp500000000.0,Belum Nikah,Karyawan Swasta,36,Rp162320000.0
7278,2018-08-28,2018-08-09,Rp0.0,Rp9830000.0,Rp5139181.0,kos,1 orang,2 tahun,Rp500000000.0,Belum Nikah,Karyawan Swasta,36,Rp146120000.0
7279,2018-06-28,2018-06-25,Rp0.0,Rp9830000.0,Rp5139181.0,kos,1 orang,2 tahun,Rp500000000.0,Belum Nikah,Karyawan Swasta,36,Rp146120000.0
7280,2018-07-28,2018-07-25,Rp0.0,Rp9830000.0,Rp5139181.0,kos,1 orang,2 tahun,Rp500000000.0,Belum Nikah,Karyawan Swasta,36,Rp146120000.0
7281,2018-09-28,2018-09-25,Rp0.0,Rp9830000.0,Rp5139181.0,kos,1 orang,2 tahun,Rp500000000.0,Belum Nikah,Karyawan Swasta,36,Rp146120000.0
7282,2018-05-28,2018-06-27,Rp0.0,Rp18630000.0,Rp5238134.0,milik sendiri,0 orang,2 tahun,Rp100000000.0,Nikah,Profesional,12,Rp0.0
7283,2018-06-04,2018-05-30,Rp0.0,Rp10860000.0,Rp4477800.0,milik orang tua,1 orang,0 tahun,Rp100000000.0,Nikah,Wiraswasta,12,Rp0.0
7284,2018-05-30,2018-05-26,Rp0.0,Rp10730000.0,Rp3413601.0,milik sendiri,0 orang,1 tahun,Rp100000000.0,Nikah,Wiraswasta,12,Rp0.0
7285,2018-09-26,2018-08-28,Rp0.0,Rp8700000.0,Rp3800000.0,kos,0 orang,0 tahun,Rp300000000.0,Nikah,Profesional,24,Rp91200000.0
7286,2018-06-26,2018-06-25,Rp0.0,Rp9180000.0,Rp3800000.0,kos,0 orang,0 tahun,Rp300000000.0,Nikah,Profesional,24,Rp79680000.0
7287,2018-08-26,2018-08-16,Rp0.0,Rp8700000.0,Rp3800000.0,kos,0 orang,0 tahun,Rp300000000.0,Nikah,Profesional,24,Rp91200000.0
7288,2018-07-26,2018-07-25,Rp0.0,Rp8700000.0,Rp3800000.0,kos,0 orang,0 tahun,Rp300000000.0,Nikah,Profesional,24,Rp91200000.0
7289,2019-06-05,2019-05-29,Rp0.0,Rp11000000.0,Rp4500000.0,milik sendiri,3 orang,2 tahun,Rp800000000.0,Nikah,Profesional,60,Rp140000000.0
7290,2018-07-02,2018-07-07,Rp0.0,Rp14000000.0,Rp4500000.0,milik sendiri,3 orang,2 tahun,Rp800000000.0,Nikah,Profesional,60,Rp0.0
7291,2019-03-05,2019-03-01,Rp0.0,Rp11000000.0,Rp4500000.0,milik sendiri,3 orang,2 tahun,Rp800000000.0,Nikah,Profesional,60,Rp140000000.0
7292,2019-05-05,2019-04-30,Rp0.0,Rp11000000.0,Rp4500000.0,milik sendiri,3 orang,2 tahun,Rp800000000.0,Nikah,Profesional,60,Rp140000000.0
7293,2019-04-05,2019-03-29,Rp0.0,Rp11000000.0,Rp4500000.0,milik sendiri,3 orang,2 tahun,Rp800000000.0,Nikah,Profesional,60,Rp140000000.0
7294,2018-06-28,2018-06-28,Rp0.0,Rp7260000.0,Rp3964000.0,milik sendiri,0 orang,0 tahun,Rp200000000.0,Nikah,Profesional,12,Rp112880000.0
7295,2018-07-28,2018-07-27,Rp0.0,Rp7260000.0,Rp3964000.0,milik sendiri,0 orang,0 tahun,Rp200000000.0,Nikah,Profesional,12,Rp112880000.0
7296,2018-05-28,2018-05-27,Rp0.0,Rp7080000.0,Rp3964000.0,milik sendiri,0 orang,0 tahun,Rp200000000.0,Nikah,Profesional,12,Rp115040000.0
7297,2018-08-28,,Rp10750000.0,Rp0.0,Rp5800000.0,milik orang tua,0 orang,0 tahun,Rp500000000.0,Belum Nikah,Profesional,36,Rp500000000.0
7298,2018-07-28,,Rp10750000.0,Rp0.0,Rp5800000.0,milik orang tua,0 orang,0 tahun,Rp500000000.0,Belum Nikah,Profesional,36,Rp500000000.0
7299,2018-09-28,,Rp10750000.0,Rp0.0,Rp5800000.0,milik orang tua,0 orang,0 tahun,Rp500000000.0,Belum Nikah,Profesional,36,Rp500000000.0
7300,2018-06-28,2018-06-28,Rp0.0,Rp6900000.0,Rp5800000.0,milik orang tua,0 orang,0 tahun,Rp500000000.0,Belum Nikah,Profesional,36,Rp251600000.0
7301,2018-05-28,2018-05-25,Rp0.0,Rp6570000.0,Rp5800000.0,milik orang tua,0 orang,0 tahun,Rp500000000.0,Belum Nikah,Profesional,36,Rp263480000.0
7302,2018-06-11,2018-06-08,Rp0.0,Rp11100000.0,Rp4777385.0,milik orang tua,4 orang,0 tahun,Rp100000000.0,Nikah,Karyawan Swasta,12,Rp0.0
7303,2018-06-07,2018-06-07,Rp0.0,Rp9540000.0,Rp4143600.0,kos,2 orang,0 tahun,Rp500000000.0,Belum Nikah,Profesional,36,Rp156560000.0
7304,2018-07-07,2018-07-06,Rp0.0,Rp9600000.0,Rp4143600.0,kos,2 orang,0 tahun,Rp500000000.0,Belum Nikah,Profesional,36,Rp154400000.0
7305,2018-08-07,2018-08-06,Rp0.0,Rp9600000.0,Rp4143600.0,kos,2 orang,0 tahun,Rp500000000.0,Belum Nikah,Profesional,36,Rp154400000.0
7306,2018-10-07,2018-10-15,Rp0.0,Rp10150000.0,Rp4143600.0,kos,2 orang,0 tahun,Rp500000000.0,Belum Nikah,Profesional,36,Rp134600000.0
7307,2018-09-07,2018-10-08,Rp0.0,Rp10700000.0,Rp4143600.0,kos,2 orang,0 tahun,Rp500000000.0,Belum Nikah,Profesional,36,Rp114800000.0
7308,2018-06-28,2018-06-27,Rp0.0,Rp4800000.0,Rp3500000.0,milik pasangan,6 orang,0 tahun,Rp500000000.0,Nikah,Profesional,36,Rp327200000.0
7309,2018-05-28,2018-05-26,Rp0.0,Rp4530000.0,Rp3500000.0,milik pasangan,6 orang,0 tahun,Rp500000000.0,Nikah,Profesional,36,Rp336920000.0
7310,2018-07-28,2018-07-26,Rp0.0,Rp4800000.0,Rp3500000.0,milik pasangan,6 orang,0 tahun,Rp500000000.0,Nikah,Profesional,36,Rp327200000.0
7311,2018-09-28,2018-09-03,Rp0.0,Rp4800000.0,Rp3500000.0,milik pasangan,6 orang,0 tahun,Rp500000000.0,Nikah,Profesional,36,Rp327200000.0
7312,2018-08-28,2018-08-25,Rp0.0,Rp4800000.0,Rp3500000.0,milik pasangan,6 orang,0 tahun,Rp500000000.0,Nikah,Profesional,36,Rp327200000.0
7313,2018-05-30,2018-05-26,Rp0.0,Rp8930000.0,Rp3514560.0,milik sendiri,0 orang,1 tahun,Rp300000000.0,Belum Nikah,Wiraswasta,24,Rp85680000.0
7314,2018-06-30,2018-06-26,Rp0.0,Rp9330000.0,Rp3514560.0,milik sendiri,0 orang,1 tahun,Rp300000000.0,Belum Nikah,Wiraswasta,24,Rp76080000.0
7315,2018-07-30,2018-07-26,Rp0.0,Rp9330000.0,Rp3514560.0,milik sendiri,0 orang,1 tahun,Rp300000000.0,Belum Nikah,Wiraswasta,24,Rp76080000.0
7316,2018-08-04,2018-08-03,Rp0.0,Rp7230000.0,Rp4050000.0,milik sendiri,0 orang,0 tahun,Rp350000000.0,Nikah,Profesional,36,Rp89720000.0
7317,2018-06-04,2018-06-01,Rp0.0,Rp6810000.0,Rp4050000.0,milik sendiri,0 orang,0 tahun,Rp350000000.0,Nikah,Profesional,36,Rp104840000.0
7318,2018-07-04,2018-07-01,Rp0.0,Rp7230000.0,Rp4050000.0,milik sendiri,0 orang,0 tahun,Rp350000000.0,Nikah,Profesional,36,Rp89720000.0
7319,2018-09-04,2018-09-03,Rp0.0,Rp7230000.0,Rp4050000.0,milik sendiri,0 orang,0 tahun,Rp350000000.0,Nikah,Profesional,36,Rp89720000.0
7320,2018-10-04,2018-09-30,Rp0.0,Rp7230000.0,Rp4050000.0,milik sendiri,0 orang,0 tahun,Rp350000000.0,Nikah,Profesional,36,Rp89720000.0
7321,2018-11-04,2018-10-31,Rp0.0,Rp7230000.0,Rp4050000.0,milik sendiri,0 orang,0 tahun,Rp350000000.0,Nikah,Profesional,36,Rp89720000.0
7322,2018-05-28,2018-05-25,Rp0.0,Rp10660000.0,Rp7000000.0,milik sendiri,0 orang,0 tahun,Rp100000000.0,Nikah,Wiraswasta,12,Rp0.0
7323,2018-06-26,2018-06-25,Rp0.0,Rp11030000.0,Rp10000000.0,milik sendiri,0 orang,1 tahun,Rp100000000.0,Nikah,Wiraswasta,12,Rp0.0
7324,2018-08-04,2018-08-03,Rp0.0,Rp8260000.0,Rp3500000.0,milik sendiri,1 orang,0 tahun,Rp500000000.0,Belum Nikah,Wiraswasta,36,Rp202640000.0
7325,2018-11-04,2018-08-16,Rp0.0,Rp8260000.0,Rp3500000.0,milik sendiri,1 orang,0 tahun,Rp500000000.0,Belum Nikah,Wiraswasta,36,Rp202640000.0
7326,2018-06-04,2018-06-08,Rp0.0,Rp7570000.0,Rp3500000.0,milik sendiri,1 orang,0 tahun,Rp500000000.0,Belum Nikah,Wiraswasta,36,Rp227480000.0
7327,2018-07-04,2018-07-03,Rp0.0,Rp8260000.0,Rp3500000.0,milik sendiri,1 orang,0 tahun,Rp500000000.0,Belum Nikah,Wiraswasta,36,Rp202640000.0
7328,2018-09-04,2018-08-16,Rp0.0,Rp8260000.0,Rp3500000.0,milik sendiri,1 orang,0 tahun,Rp500000000.0,Belum Nikah,Wiraswasta,36,Rp202640000.0
7329,2018-10-04,2018-08-16,Rp0.0,Rp8260000.0,Rp3500000.0,milik sendiri,1 orang,0 tahun,Rp500000000.0,Belum Nikah,Wiraswasta,36,Rp202640000.0
7330,2018-06-08,2018-05-17,Rp0.0,Rp11000000.0,Rp5710000.0,kos,3 orang,0 tahun,Rp100000000.0,Belum Nikah,Wiraswasta,12,Rp0.0
7331,2018-06-07,2018-05-17,Rp0.0,Rp11000000.0,Rp7000000.0,milik sendiri,0 orang,2 tahun,Rp100000000.0,Nikah,Profesional,12,Rp0.0
7332,2018-09-04,2019-11-10,Rp0.0,Rp9850000.0,Rp5000000.0,milik sendiri,12 orang,0 tahun,Rp400000000.0,Belum Nikah,Profesional,36,Rp45400000.0
7333,2018-10-04,,Rp0.0,Rp9850000.0,Rp5000000.0,milik sendiri,12 orang,0 tahun,Rp400000000.0,Belum Nikah,Profesional,36,Rp45400000.0
7334,2018-07-04,2018-09-10,Rp0.0,Rp7650000.0,Rp5000000.0,milik sendiri,12 orang,0 tahun,Rp400000000.0,Belum Nikah,Profesional,36,Rp124600000.0
7335,2018-06-04,2018-06-04,Rp0.0,Rp5600000.0,Rp5000000.0,milik sendiri,12 orang,0 tahun,Rp400000000.0,Belum Nikah,Profesional,36,Rp198400000.0
7336,2018-08-04,2018-11-09,Rp0.0,Rp7700000.0,Rp5000000.0,milik sendiri,12 orang,0 tahun,Rp400000000.0,Belum Nikah,Profesional,36,Rp122800000.0
7337,2018-06-11,,Rp19130000.0,Rp0.0,Rp4500000.0,kos,0 orang,0 tahun,Rp100000000.0,Belum Nikah,Profesional,12,Rp100000000.0
7338,2018-05-28,2018-05-28,Rp0.0,Rp9680000.0,Rp3814500.0,milik sendiri,0 orang,1 tahun,Rp400000000.0,Nikah,Profesional,36,Rp51520000.0
7339,2018-06-28,2018-07-04,Rp0.0,Rp10700000.0,Rp3814500.0,milik sendiri,0 orang,1 tahun,Rp400000000.0,Nikah,Profesional,36,Rp14800000.0
7340,2018-08-28,2018-08-25,Rp0.0,Rp10150000.0,Rp3814500.0,milik sendiri,0 orang,1 tahun,Rp400000000.0,Nikah,Profesional,36,Rp34600000.0
7341,2018-07-28,2018-07-30,Rp0.0,Rp10150000.0,Rp3814500.0,milik sendiri,0 orang,1 tahun,Rp400000000.0,Nikah,Profesional,36,Rp34600000.0
7342,2018-07-28,2018-07-25,Rp0.0,Rp5800000.0,Rp3291474.0,milik sendiri,1 orang,1 tahun,Rp400000000.0,Belum Nikah,Profesional,36,Rp191200000.0
7343,2018-05-28,2018-05-25,Rp0.0,Rp5450000.0,Rp3291474.0,milik sendiri,1 orang,1 tahun,Rp400000000.0,Belum Nikah,Profesional,36,Rp203800000.0
7344,2018-08-28,2018-08-27,Rp0.0,Rp5800000.0,Rp3291474.0,milik sendiri,1 orang,1 tahun,Rp400000000.0,Belum Nikah,Profesional,36,Rp191200000.0
7345,2018-06-28,2018-06-23,Rp0.0,Rp5800000.0,Rp3291474.0,milik sendiri,1 orang,1 tahun,Rp400000000.0,Belum Nikah,Profesional,36,Rp191200000.0
7346,2018-07-28,2018-07-28,Rp0.0,Rp7230000.0,Rp5880000.0,milik sendiri,1 orang,1 tahun,Rp500000000.0,Belum Nikah,Wiraswasta,36,Rp239720000.0
7347,2018-06-28,2018-06-27,Rp0.0,Rp7830000.0,Rp5880000.0,milik sendiri,1 orang,1 tahun,Rp500000000.0,Belum Nikah,Wiraswasta,36,Rp218120000.0
7348,2018-08-28,2018-08-28,Rp0.0,Rp7230000.0,Rp5880000.0,milik sendiri,1 orang,1 tahun,Rp500000000.0,Belum Nikah,Wiraswasta,36,Rp239720000.0
7349,2018-09-28,2018-09-28,Rp0.0,Rp7230000.0,Rp5880000.0,milik sendiri,1 orang,1 tahun,Rp500000000.0,Belum Nikah,Wiraswasta,36,Rp239720000.0
7350,2018-10-28,2018-10-29,Rp0.0,Rp7230000.0,Rp5880000.0,milik sendiri,1 orang,1 tahun,Rp500000000.0,Belum Nikah,Wiraswasta,36,Rp239720000.0
7351,2018-11-28,2018-10-30,Rp0.0,Rp7230000.0,Rp5880000.0,milik sendiri,1 orang,1 tahun,Rp500000000.0,Belum Nikah,Wiraswasta,36,Rp239720000.0
7352,2018-11-09,,Rp12250000.0,Rp0.0,Rp5100000.0,milik sendiri,0 orang,0 tahun,Rp400000000.0,Nikah,Wiraswasta,36,Rp400000000.0
7353,2018-10-09,,Rp12250000.0,Rp0.0,Rp5100000.0,milik sendiri,0 orang,0 tahun,Rp400000000.0,Nikah,Wiraswasta,36,Rp400000000.0
7354,2018-09-09,,Rp12100000.0,Rp0.0,Rp5100000.0,milik sendiri,0 orang,0 tahun,Rp400000000.0,Nikah,Wiraswasta,36,Rp400000000.0
7355,2018-08-09,,Rp12250000.0,Rp0.0,Rp5100000.0,milik sendiri,0 orang,0 tahun,Rp400000000.0,Nikah,Wiraswasta,36,Rp400000000.0
7356,2018-07-09,,Rp12710000.0,Rp0.0,Rp5100000.0,milik sendiri,0 orang,0 tahun,Rp400000000.0,Nikah,Wiraswasta,36,Rp400000000.0
7357,2018-09-04,,Rp12110000.0,Rp0.0,Rp4297644.0,milik orang tua,0 orang,0 tahun,Rp800000000.0,Nikah,Wiraswasta,60,Rp800000000.0
7358,2018-10-04,,Rp12110000.0,Rp0.0,Rp4297644.0,milik orang tua,0 orang,0 tahun,Rp800000000.0,Nikah,Wiraswasta,60,Rp800000000.0
7359,2018-11-04,,Rp12110000.0,Rp0.0,Rp4297644.0,milik orang tua,0 orang,0 tahun,Rp800000000.0,Nikah,Wiraswasta,60,Rp800000000.0
7360,2018-06-04,2018-06-03,Rp0.0,Rp8050000.0,Rp4297644.0,milik orang tua,0 orang,0 tahun,Rp800000000.0,Nikah,Wiraswasta,60,Rp317000000.0
7361,2018-07-04,2018-07-20,Rp0.0,Rp8810000.0,Rp4297644.0,milik orang tua,0 orang,0 tahun,Rp800000000.0,Nikah,Wiraswasta,60,Rp271400000.0
7362,2018-08-04,2018-08-04,Rp0.0,Rp8260000.0,Rp4297644.0,milik orang tua,0 orang,0 tahun,Rp800000000.0,Nikah,Wiraswasta,60,Rp304400000.0
7363,2018-10-06,,Rp8650000.0,Rp0.0,Rp3120000.0,milik sendiri,0 orang,0 tahun,Rp200000000.0,Belum Nikah,Wiraswasta,12,Rp200000000.0
7364,2018-11-06,,Rp8650000.0,Rp0.0,Rp3120000.0,milik sendiri,0 orang,0 tahun,Rp200000000.0,Belum Nikah,Wiraswasta,12,Rp200000000.0
7365,2018-07-06,2018-07-01,Rp0.0,Rp4980000.0,Rp3120000.0,milik sendiri,0 orang,0 tahun,Rp200000000.0,Belum Nikah,Wiraswasta,12,Rp140240000.0
7366,2018-09-06,2018-09-09,Rp0.0,Rp4800000.0,Rp3120000.0,milik sendiri,0 orang,0 tahun,Rp200000000.0,Belum Nikah,Wiraswasta,12,Rp142400000.0
7367,2018-08-06,2018-08-07,Rp0.0,Rp4800000.0,Rp3120000.0,milik sendiri,0 orang,0 tahun,Rp200000000.0,Belum Nikah,Wiraswasta,12,Rp142400000.0
7368,2018-06-26,2018-06-04,Rp0.0,Rp11330000.0,Rp4000000.0,milik sendiri,0 orang,0 tahun,Rp100000000.0,Nikah,Wiraswasta,12,Rp0.0
7369,2018-07-26,2018-07-25,Rp0.0,Rp9600000.0,Rp4564140.0,milik sendiri,0 orang,0 tahun,Rp500000000.0,Belum Nikah,Profesional,36,Rp154400000.0
7370,2018-06-26,2018-06-25,Rp0.0,Rp10290000.0,Rp4564140.0,milik sendiri,0 orang,0 tahun,Rp500000000.0,Belum Nikah,Profesional,36,Rp129560000.0
7371,2018-10-26,2018-10-09,Rp0.0,Rp9600000.0,Rp4564140.0,milik sendiri,0 orang,0 tahun,Rp500000000.0,Belum Nikah,Profesional,36,Rp154400000.0
7372,2018-08-26,2018-08-25,Rp0.0,Rp9600000.0,Rp4564140.0,milik sendiri,0 orang,0 tahun,Rp500000000.0,Belum Nikah,Profesional,36,Rp154400000.0
7373,2018-09-26,2018-09-26,Rp0.0,Rp9600000.0,Rp4564140.0,milik sendiri,0 orang,0 tahun,Rp500000000.0,Belum Nikah,Profesional,36,Rp154400000.0
7374,2018-07-30,2018-07-30,Rp0.0,Rp8700000.0,Rp4475000.0,milik sendiri,2 orang,2 tahun,Rp500000000.0,Nikah,Wiraswasta,36,Rp186800000.0
7375,2018-05-30,2018-05-30,Rp0.0,Rp8300000.0,Rp4475000.0,milik sendiri,2 orang,2 tahun,Rp500000000.0,Nikah,Wiraswasta,36,Rp201200000.0
7376,2018-06-30,2018-06-28,Rp0.0,Rp8700000.0,Rp4475000.0,milik sendiri,2 orang,2 tahun,Rp500000000.0,Nikah,Wiraswasta,36,Rp186800000.0
7377,2018-08-30,2018-08-29,Rp0.0,Rp8700000.0,Rp4475000.0,milik sendiri,2 orang,2 tahun,Rp500000000.0,Nikah,Wiraswasta,36,Rp186800000.0
7378,2018-07-30,2018-07-25,Rp0.0,Rp4130000.0,Rp4100000.0,milik sendiri,0 orang,1 tahun,Rp200000000.0,Nikah,Profesional,12,Rp150440000.0
7379,2018-08-30,2018-07-25,Rp0.0,Rp4130000.0,Rp4100000.0,milik sendiri,0 orang,1 tahun,Rp200000000.0,Nikah,Profesional,12,Rp150440000.0
7380,2018-09-30,2018-07-25,Rp0.0,Rp4130000.0,Rp4100000.0,milik sendiri,0 orang,1 tahun,Rp200000000.0,Nikah,Profesional,12,Rp150440000.0
7381,2018-10-30,2018-07-25,Rp0.0,Rp4130000.0,Rp4100000.0,milik sendiri,0 orang,1 tahun,Rp200000000.0,Nikah,Profesional,12,Rp150440000.0
7382,2018-05-30,2018-05-30,Rp0.0,Rp3910000.0,Rp4100000.0,milik sendiri,0 orang,1 tahun,Rp200000000.0,Nikah,Profesional,12,Rp153080000.0
7383,2018-06-30,2018-06-28,Rp0.0,Rp4130000.0,Rp4100000.0,milik sendiri,0 orang,1 tahun,Rp200000000.0,Nikah,Profesional,12,Rp150440000.0
7384,2018-07-04,2018-07-03,Rp0.0,Rp7250000.0,Rp6800000.0,kontrak,0 orang,2 tahun,Rp500000000.0,Nikah,Wiraswasta,36,Rp239000000.0
7385,2018-06-04,2018-06-03,Rp0.0,Rp7110000.0,Rp6800000.0,kontrak,0 orang,2 tahun,Rp500000000.0,Nikah,Wiraswasta,36,Rp244040000.0
7386,2018-08-04,2018-08-04,Rp0.0,Rp7250000.0,Rp6800000.0,kontrak,0 orang,2 tahun,Rp500000000.0,Nikah,Wiraswasta,36,Rp239000000.0
7387,2018-09-04,2018-08-11,Rp0.0,Rp7250000.0,Rp6800000.0,kontrak,0 orang,2 tahun,Rp500000000.0,Nikah,Wiraswasta,36,Rp239000000.0
7388,2018-07-04,2018-06-29,Rp0.0,Rp8700000.0,Rp6200000.0,milik orang tua,0 orang,1 tahun,Rp400000000.0,Nikah,Profesional,36,Rp86800000.0
